Image ID,Sequence,Category,Script Page,Archive,Caption,Source URL,Keywords,Downloaded,In Lightroom,Metadata Attached
RR-00549,426,Uncategorized,,,,,,,,
master-pnp-pan-6a13000-6a13900-6a13942u,427,Uncategorized,,,pan 6a13942,,,,,
master-pnp-pan-6a07000-6a07600-6a07603u,428,Uncategorized,,,master pnp pan 6a07000 6a07600 6a07603u,,,,,
0038 0037,429,Uncategorized,,,0038 0037,,,,,
master-pnp-cph-3c30000-3c37000-3c37400-3c37462u,430,Uncategorized,,,master pnp cph 3c30000 3c37000 3c37400 3c37462u,,,,,
master-pnp-cph-3c30000-3c37000-3c37400-3c37463u,431,Uncategorized,,,master pnp cph 3c30000 3c37000 3c37400 3c37463u,,,,,
master-pnp-cph-3c30000-3c37000-3c37400-3c37464u,432,Uncategorized,,,master pnp cph 3c30000 3c37000 3c37400 3c37464u,,,,,
map000242,433,Uncategorized,,,map000242,,,,true,
sanfran-sewers,434,Uncategorized,,,SFPL collection of DPW photographs,,,,true,
182-Reno Mill &amp; Lumber Company,435,Uncategorized,,,,,,,true,
master-pnp-stereo-1s10000-1s14000-1s14000-1s14012u,436,Uncategorized,,,master pnp stereo 1s10000 1s14000 1s14000 1s14012u,,,,true,
man000137-101,437,Uncategorized,,,man000137 101,,,,true,
FirstMailPlane,438,Uncategorized,,,1993 5P 2 002a,,,,true,
map000274-1,439,Uncategorized,,,map000274 1,,,,true,
map000274-2,440,Uncategorized,,,map000274 2,,,,true,
map000293,441,Uncategorized,,,map000293,,,,true,
FearfulOfBanditRaid,442,Uncategorized,,,FearfulOfBanditRaid,,,,true,
LasVegasWillImprove,443,Uncategorized,,,LasVegasWillImprove,,,,true,
LasVegasImprovement,444,Uncategorized,,,LasVegasImprovement,,,,true,
LasVegasRushExpected,445,Uncategorized,,,LasVegasRushExpected,,,,true,
WonderfulNewCity,446,Uncategorized,,,WonderfulNewCity,,,,true,
FactsAboutLasVegas,447,Uncategorized,,,FactsAboutLasVegas,,,,true,
TheMagicCity,448,Uncategorized,,,TheMagicCity,,,,true,
GossipFromTheFront,449,Uncategorized,,,GossipFromTheFront,,,,true,
AttackUnwarranted,450,Uncategorized,,,AttackUnwarranted,,,,true,
LasVegasScheme,451,Uncategorized,,,LasVegasScheme,,,,true,
W9DGMX,452,Uncategorized,,Alamy,simple shovel with a wooden handle is stuck in a dry ground in an unfinished pit W9DGMX,,,,,
CHS-258,453,Uncategorized,,California Historical Society / USC Digital Library,"Los Angeles Times Building, First St. and Broadway, ca. 1905 (low-res only)",https://doi.org/10.25549/chs-m958,,true,true,true
2013647219,454,Uncategorized,,Library of Congress,"Telephone operator at work (switchboard), c. 1922",https://lccn.loc.gov/2013647219,,true,true,true
2014696545,455,Uncategorized,,Library of Congress,"Gov. Oddie at USS Nevada launching, July 11, 1914 (exposure a)",https://loc.gov/pictures/resource/ggbain.16569/,,true,true,true
2014696546,456,Uncategorized,,Library of Congress,"Gov. Oddie at USS Nevada launching, July 11, 1914 (exposure b)",https://lccn.loc.gov/2014696546,,true,true,true
2007662543,457,Uncategorized,,Library of Congress,"Alfalfa fields, Las Vegas, Nevada, 1910",https://lccn.loc.gov/2007662543,,true,true,true
2003665483,458,Uncategorized,,Library of Congress,"Reading room, 10-cent lodging house, Bowery, NYC, c. 1908",https://lccn.loc.gov/2003665483,,true,true,true
00694311,459,Uncategorized,,Library of Congress,"Sunset Limited, Southern Pacific Ry (Edison film, video), 1898",https://lccn.loc.gov/00694311,,,true,
00694263,460,Uncategorized,,Library of Congress,"Overland Express arriving at Helena, Mont (Edison film, video), 1897",https://lccn.loc.gov/00694263,,,true,
2018677796,461,Uncategorized,,Library of Congress,"Newsies. See California report. Location: Los Angeles, California / Lewis W. Hine, 1915",https://www.loc.gov/item/2018677796/,,true,true,true
CHS-5712,462,Uncategorized,,Nevada Historical Society,,,,,,
CC-00425,463,Uncategorized,,Nevada Historical Society,,,,,,
CC-00698,464,Uncategorized,,Nevada Historical Society,698,,,,,
CC-00393,465,Uncategorized,,Nevada Historical Society,393,,,,,
CC-00392,466,Uncategorized,,Nevada Historical Society,,,,,,
CC-00695,467,Uncategorized,,Nevada Historical Society,695,,,,,
CC-00711,468,Uncategorized,,Nevada Historical Society,711,,,,,
CC-00699,469,Uncategorized,,Nevada Historical Society,699,,,,,
CC-00700,470,Uncategorized,,Nevada Historical Society,700,,,,,
CC-01059,471,Uncategorized,,Nevada Historical Society,,,,,,
CC-00710,472,Uncategorized,,Nevada Historical Society,710,,,,,
CC-00950,473,Uncategorized,,Nevada Historical Society,CC 00950,,,,,
CC-01204,474,Uncategorized,,Nevada Historical Society,1204,,,,,
CC-01571,475,Uncategorized,,Nevada Historical Society,,,,,,
CC-01681,476,Uncategorized,,Nevada Historical Society,,,,,,
chs-m958,477,Uncategorized,,Nevada Historical Society,chs m958,,,,,
TNV005,478,Uncategorized,,Town of Tonopah,"Nevada-California Power Company facility, 1906",https://www.tonopahnevada.com/tonopah-historic-photos/,,true,true,true
TNV002,479,Uncategorized,,Town of Tonopah,"Double-jack drilling contest, Tonopah, July 4, 1903",https://www.tonopahnevada.com/tonopah-historic-photos/,,true,true,true
TNV004,480,Uncategorized,,Town of Tonopah,"Boxing match, Tonopah Athletic Club, 1900s",https://www.tonopahnevada.com/tonopah-historic-photos/,,true,true,true
pho019907,481,Uncategorized,,UNLV Special Collections,"Clara Beatty, former director of the Nevada State Historical Society, undated",http://n2t.net/ark:/62930/d1df6k73z,,,,
pho019908,482,Uncategorized,,UNLV Special Collections,"Eva Stewart, undated",http://n2t.net/ark:/62930/d18p5vf09,,,,
pho019909,483,Uncategorized,,UNLV Special Collections,"Mrs. Clarence Mackay, undated",http://n2t.net/ark:/62930/d14x54m6x,,,,
pho019912,484,Uncategorized,,UNLV Special Collections,"Anne Martin campaign for U.S. Senate, approximately 1918-1920",http://n2t.net/ark:/62930/d1rn30c3r,,true,true,true
pho019913,485,Uncategorized,,UNLV Special Collections,"Groundbreaking ceremony: Al Coradetti, Rodney Colton, Ira Earl, Frank Gusewelle (county/city commissioners), undated",http://n2t.net/ark:/62930/d1n00zz1c,,,,
pho019915,486,Uncategorized,,UNLV Special Collections,"Pioche, Nevada, 1885",http://n2t.net/ark:/62930/d1cf9jb46,,,,
snv002550,487,Uncategorized,,UNLV Special Collections,"McWilliams' Townsite, group of men outside businesses (1905)",https://special.library.unlv.edu/ark:/62930/d17s7j68s,,true,true,true
pho006181,488,Uncategorized,,UNLV Special Collections,"Squires (WARNING: search hit resolves to 1984-1986, likely wrong item, verify manually) (1984 to 1986)",https://special.library.unlv.edu/ark:/62930/d1th8bn05,,true,true,true
snv002515,489,Uncategorized,,UNLV Special Collections,"Division Club photo, men w/ signs (1900 to 1925)",https://special.library.unlv.edu/ark:/62930/d1rx93t7s,,true,true,true
pho019972,490,Uncategorized,,UNLV Special Collections,Baseball team (Unknown year in the decade of the 1910s),https://special.library.unlv.edu/ark:/62930/d10v89n2q,,true,true,true
pho006079,491,Uncategorized,,UNLV Special Collections,Arizona Club (1905 to 1915),https://special.library.unlv.edu/ark:/62930/d10p0wq8s,,true,true,true
pho014952,492,Uncategorized,,UNLV Special Collections,Machine shops (1910 to 1919),https://special.library.unlv.edu/ark:/62930/d13j3936d,,true,true,true
pho004806,493,Uncategorized,,UNLV Special Collections,Machine shops (1913),https://special.library.unlv.edu/ark:/62930/d1w37kv6r,,true,true,true
pho004893,494,Uncategorized,,UNLV Special Collections,Machine shops (1912 to 1914),https://special.library.unlv.edu/ark:/62930/d1542j80r,,true,true,true
pho023869,495,Uncategorized,,UNLV Special Collections,"Photograph of a baseball field, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d18s4jv51,,true,true,true
pho023870,496,Uncategorized,,UNLV Special Collections,"Photograph of Henry Lee and others, Pioche (Nev.), 1890-1910 [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1513v223,,true,true,true
pho023872,497,Uncategorized,,UNLV Special Collections,"Photograph of the Alamo Club, Pioche (Nev.), 1934 [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1wm1407j,,true,true,true
pho023873,498,Uncategorized,,UNLV Special Collections,"Photograph of the Price House, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1rv0d63d,,true,true,true
pho023874,499,Uncategorized,,UNLV Special Collections,"Photograph of Henry Lee, Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1n29pc8x,,true,true,true
pho023875,500,Uncategorized,,UNLV Special Collections,"Photograph of Henry Lee, Pioche (Nev.), 1890-1910 [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1h98zk39,,true,true,true
snv000706,501,Uncategorized,,UNLV Special Collections,"Photograph of the Samuel Newhouse party in Caliente departing for Salt Lake City, Caliente (Nev.), 1906 -- companion image to snv000705, same event [Lincoln County Museum Photograph Collection]",https://special.library.unlv.edu/ark%3A/62930/d16h4d462,,true,true,true
pho021426,502,Uncategorized,,UNLV Special Collections,Woman w/house (pho021426-011),,,,true,
pho023921,503,Uncategorized,,UNLV Special Collections,"Photo of house in Pioche, c. 1900",,,,,
snv001284,504,Uncategorized,,UNLV Special Collections,snv001284,,,,,
snv002494,505,Uncategorized,,UNLV Special Collections,snv002494,,,,true,
hln001042,506,Uncategorized,,UNLV Special Collections,hln001042,,,,true,
pho004898,507,Uncategorized,,UNLV Special Collections,pho004898,,,,true,
pho004442,508,Uncategorized,,UNLV Special Collections,pho004442.tif,,,,true,
pho004849,509,Uncategorized,,UNLV Special Collections,pho004849,,,,true,
pho004850,510,Uncategorized,,UNLV Special Collections,pho004850,,,,true,
pho004851,511,Uncategorized,,UNLV Special Collections,pho004851,,,,true,
pho004811,512,Uncategorized,,UNLV Special Collections,pho004811,,,,true,
pho006297,513,Uncategorized,,UNLV Special Collections,pho006297,,,,true,
pho006299,514,Uncategorized,,UNLV Special Collections,pho006299,,,,true,
pho006300,515,Uncategorized,,UNLV Special Collections,pho006300,,,,true,
pho006302,516,Uncategorized,,UNLV Special Collections,pho006302,,,,true,
pho006095,517,Uncategorized,,UNLV Special Collections,pho006095,,,,true,
pho006097,518,Uncategorized,,UNLV Special Collections,pho006097,,,,true,
pho006098,519,Uncategorized,,UNLV Special Collections,pho006098,,,,true,
pho006101,520,Uncategorized,,UNLV Special Collections,pho006101,,,,true,
pho006102,521,Uncategorized,,UNLV Special Collections,pho006102,,,,true,
pho006109,522,Uncategorized,,UNLV Special Collections,pho006109,,,,true,
pho006110,523,Uncategorized,,UNLV Special Collections,pho006110,,,,true,
pho006112,524,Uncategorized,,UNLV Special Collections,pho006112,,,,true,
pho006113,525,Uncategorized,,UNLV Special Collections,pho006113,,,,true,
pho006115,526,Uncategorized,,UNLV Special Collections,pho006115,,,,true,
pho006124,527,Uncategorized,,UNLV Special Collections,pho006124,,,,true,
pho006108,528,Uncategorized,,UNLV Special Collections,pho006108,,,,true,
pho006173,529,Uncategorized,,UNLV Special Collections,pho006173,,,,true,
pho006268,530,Uncategorized,,UNLV Special Collections,pho006268,,,,true,
pho007096,531,Uncategorized,,UNLV Special Collections,pho007096,,,,true,
pho007099,532,Uncategorized,,UNLV Special Collections,pho007099,,,,true,
pho007100,533,Uncategorized,,UNLV Special Collections,pho007100,,,,true,
pho007103,534,Uncategorized,,UNLV Special Collections,pho007103,,,,true,
pho007104,535,Uncategorized,,UNLV Special Collections,pho007104,,,,true,
pho007105,536,Uncategorized,,UNLV Special Collections,pho007105,,,,true,
pho007107,537,Uncategorized,,UNLV Special Collections,pho007107,,,,true,
pho007111,538,Uncategorized,,UNLV Special Collections,pho007111,,,,true,
pho007114,539,Uncategorized,,UNLV Special Collections,pho007114,,,,true,
pho007186,540,Uncategorized,,UNLV Special Collections,pho007186,,,,true,
pho006876,541,Uncategorized,,UNLV Special Collections,pho006876,,,,true,
pho006881,542,Uncategorized,,UNLV Special Collections,pho006881,,,,true,
pho006883,543,Uncategorized,,UNLV Special Collections,pho006883,,,,true,
pho007462,544,Uncategorized,,UNLV Special Collections,pho007462,,,,true,
pho007540,545,Uncategorized,,UNLV Special Collections,pho007540,,,,true,
pho007541,546,Uncategorized,,UNLV Special Collections,pho007541,,,,true,
pho007542,547,Uncategorized,,UNLV Special Collections,pho007542,,,,true,
pho007543,548,Uncategorized,,UNLV Special Collections,pho007543,,,,true,
pho007637,549,Uncategorized,,UNLV Special Collections,pho007637,,,,true,
pho007638,550,Uncategorized,,UNLV Special Collections,pho007638,,,,true,
pho007050,551,Uncategorized,,UNLV Special Collections,pho007050,,,,true,
pho005957,552,Uncategorized,,UNLV Special Collections,pho005957,,,,true,
pho008158,553,Uncategorized,,UNLV Special Collections,pho008158,,,,true,
pho012905,554,Uncategorized,,UNLV Special Collections,pho012905,,,,true,
pho012908,555,Uncategorized,,UNLV Special Collections,pho012908,,,,true,
pho012909,556,Uncategorized,,UNLV Special Collections,pho012909,,,,true,
pho012955,557,Uncategorized,,UNLV Special Collections,pho012955,,,,true,
pho013049,558,Uncategorized,,UNLV Special Collections,pho013049,,,,true,
pho013081,559,Uncategorized,,UNLV Special Collections,pho013081,,,,true,
pho013082,560,Uncategorized,,UNLV Special Collections,pho013082,,,,true,
pho013113,561,Uncategorized,,UNLV Special Collections,pho013113,,,,true,
pho013121,562,Uncategorized,,UNLV Special Collections,pho013121,,,,true,
pho013265,563,Uncategorized,,UNLV Special Collections,pho013265,,,,true,
pho013290,564,Uncategorized,,UNLV Special Collections,pho013290,,,,true,
pho009786,565,Uncategorized,,UNLV Special Collections,pho009786,,,,true,
pho013508,566,Uncategorized,,UNLV Special Collections,pho013508,,,,true,
pho013440,567,Uncategorized,,UNLV Special Collections,pho013440,,,,true,
pho013441,568,Uncategorized,,UNLV Special Collections,pho013441,,,,true,
pho013442,569,Uncategorized,,UNLV Special Collections,pho013442,,,,true,
pho013443,570,Uncategorized,,UNLV Special Collections,pho013443,,,,true,
pho013445,571,Uncategorized,,UNLV Special Collections,pho013445,,,,true,
pho013456,572,Uncategorized,,UNLV Special Collections,pho013456,,,,true,
pho013548,573,Uncategorized,,UNLV Special Collections,pho013548,,,,true,
pho014335,574,Uncategorized,,UNLV Special Collections,pho014335,,,,true,
pho018477,575,Uncategorized,,UNLV Special Collections,pho018477,,,,true,
pho018486,576,Uncategorized,,UNLV Special Collections,pho018486,,,,true,
pho018508,577,Uncategorized,,UNLV Special Collections,pho018508,,,,true,
pho018536,578,Uncategorized,,UNLV Special Collections,pho018536,,,,true,
pho018408,579,Uncategorized,,UNLV Special Collections,pho018408,,,,true,
pho018457,580,Uncategorized,,UNLV Special Collections,pho018457,,,,true,
pho015064,581,Uncategorized,,UNLV Special Collections,pho015064,,,,true,
pho022596,582,Uncategorized,,UNLV Special Collections,pho022596,,,,true,
pho023735,583,Uncategorized,,UNLV Special Collections,pho023735,,,,true,
pho025132,584,Uncategorized,,UNLV Special Collections,pho025132,,,,true,
pho025371,585,Uncategorized,,UNLV Special Collections,pho025371,,,,true,
pho025374,586,Uncategorized,,UNLV Special Collections,pho025374,,,,true,
pho025528-001,587,Uncategorized,,UNLV Special Collections,pho025528 001,,,,true,
pho025528-002,588,Uncategorized,,UNLV Special Collections,pho025528 002,,,,true,
pho025839,589,Uncategorized,,UNLV Special Collections,pho025839,,,,true,
pho025842,590,Uncategorized,,UNLV Special Collections,pho025842,,,,true,
pho026014,591,Uncategorized,,UNLV Special Collections,,,,,true,
pho028463-001,592,Uncategorized,,UNLV Special Collections,pho028463 001,,,,true,
pho028463-002,593,Uncategorized,,UNLV Special Collections,pho028463 002,,,,true,
pho028463-003,594,Uncategorized,,UNLV Special Collections,pho028463 003,,,,true,
pho028463-004,595,Uncategorized,,UNLV Special Collections,pho028463 004,,,,true,
pho032945,596,Uncategorized,,UNLV Special Collections,pho032945,,,,true,
pho033345,597,Uncategorized,,UNLV Special Collections,pho033345,,,,true,
pho032608,598,Uncategorized,,UNLV Special Collections,pho032608,,,,true,
snv002495,599,Uncategorized,,UNLV Special Collections,snv002495,,,,true,
hln000131,600,Uncategorized,,UNLV Special Collections,hln000131,,,,true,
pho021426-012,601,Uncategorized,,UNLV Special Collections,pho021426 012,,,,true,
pho021426-011,602,Uncategorized,,UNLV Special Collections,pho021426 011,,,,true,
pho014583,603,Uncategorized,,UNLV Special Collections,pho014583,,,,true,
pho018437,604,Uncategorized,,UNLV Special Collections,pho018437,,,,true,
pho021423,605,Uncategorized,,UNLV Special Collections,pho021423,,,,true,
pho018445,606,Uncategorized,,UNLV Special Collections,pho018445,,,,true,
pho019796,607,Uncategorized,,UNLV Special Collections,pho019796,,,,true,
pho021413,608,Uncategorized,,UNLV Special Collections,pho021413,,,,true,
pho018153,609,Uncategorized,,UNLV Special Collections,pho018153,,,,true,
pho021426-004,610,Uncategorized,,UNLV Special Collections,pho021426 004,,,,true,
pho014694,611,Uncategorized,,UNLV Special Collections,pho014694,,,,true,
pho014317,612,Uncategorized,,UNLV Special Collections,pho014317,,,,true,
pho022760,613,Uncategorized,,UNLV Special Collections,pho022760,,,,true,
pho020545,614,Uncategorized,,UNLV Special Collections,pho020545,,,,true,
pho015059,615,Uncategorized,,UNLV Special Collections,pho015059,,,,true,
pho016095,616,Uncategorized,,UNLV Special Collections,pho016095,,,,true,
pho014563,617,Uncategorized,,UNLV Special Collections,pho014563,,,,true,
pho022836,618,Uncategorized,,UNLV Special Collections,pho022836,,,,true,
pho022753,619,Uncategorized,,UNLV Special Collections,pho022753,,,,true,
pho014949,620,Uncategorized,,UNLV Special Collections,pho014949,,,,true,
pho014950,621,Uncategorized,,UNLV Special Collections,pho014950,,,,true,
pho018704,622,Uncategorized,,UNLV Special Collections,pho018704,,,,true,
pho018705,623,Uncategorized,,UNLV Special Collections,pho018705,,,,true,
pho014696,624,Uncategorized,,UNLV Special Collections,pho014696,,,,true,
pho021428-002,625,Uncategorized,,UNLV Special Collections,pho021428 002,,,,true,
pho021428-001,626,Uncategorized,,UNLV Special Collections,pho021428 001,,,,true,
pho021428-004,627,Uncategorized,,UNLV Special Collections,pho021428 004,,,,true,
pho021428-007,628,Uncategorized,,UNLV Special Collections,pho021428 007,,,,true,
pho021428-008,629,Uncategorized,,UNLV Special Collections,pho021428 008,,Portait; girl; necklace,,true,
pho021428-011,630,Uncategorized,,UNLV Special Collections,pho021428 011,,,,true,
pho021428-012,631,Uncategorized,,UNLV Special Collections,pho021428 012,,Woman; Portrait Lottie Wengert,,true,
pho021428-016,632,Uncategorized,,UNLV Special Collections,pho021428 016,,,,true,
pho021428-006,633,Uncategorized,,UNLV Special Collections,pho021428 006,,,,true,
pho021428-009,634,Uncategorized,,UNLV Special Collections,pho021428 009,,,,true,
pho021428-015,635,Uncategorized,,UNLV Special Collections,pho021428 015,,,,true,
pho021790,636,Uncategorized,,UNLV Special Collections,pho021790,,,,true,
pho021799,637,Uncategorized,,UNLV Special Collections,pho021799,,,,true,
pho021801,638,Uncategorized,,UNLV Special Collections,pho021801,,,,true,
pho022967,639,Uncategorized,,UNLV Special Collections,pho022967,,,,true,
pho019828,640,Uncategorized,,UNLV Special Collections,pho019828,,,,true,
pho018384,641,Uncategorized,,UNLV Special Collections,pho018384,,,,true,
pho018385,642,Uncategorized,,UNLV Special Collections,pho018385,,,,true,
pho018386,643,Uncategorized,,UNLV Special Collections,pho018386,,,,true,
pho018406,644,Uncategorized,,UNLV Special Collections,pho018406,,,,true,
pho018407,645,Uncategorized,,UNLV Special Collections,pho018407,,,,true,
pho018422,646,Uncategorized,,UNLV Special Collections,pho018422,,,,true,
pho018474,647,Uncategorized,,UNLV Special Collections,pho018474,,,,true,
pho018475,648,Uncategorized,,UNLV Special Collections,pho018475,,,,true,
pho018476,649,Uncategorized,,UNLV Special Collections,pho018476,,,,true,
pho018478,650,Uncategorized,,UNLV Special Collections,pho018478,,,,true,
pho018483,651,Uncategorized,,UNLV Special Collections,pho018483,,,,true,
pho018501,652,Uncategorized,,UNLV Special Collections,pho018501,,Aerial; Pioche; Dexter Stables; Marysville; Hardware; J. J. Halpin; Stores,,true,
pho018513,653,Uncategorized,,UNLV Special Collections,pho018513,,,,true,
pho020527,654,Uncategorized,,UNLV Special Collections,pho020527,,,,true,
pho020529,655,Uncategorized,,UNLV Special Collections,pho020529,,,,true,
pho020528,656,Uncategorized,,UNLV Special Collections,pho020528,,,,true,
pho020535,657,Uncategorized,,UNLV Special Collections,pho020535,,,,true,
hln000041,658,Uncategorized,,UNLV Special Collections,hln000041,,,,true,
hln000437,659,Uncategorized,,UNLV Special Collections,hln000437,,,,true,
hln000011,660,Uncategorized,,UNLV Special Collections,hln000011,,,,true,
snv002524,661,Uncategorized,,UNLV Special Collections,snv002524,,,,true,
pho014675,662,Uncategorized,,UNLV Special Collections,pho014675,,,,true,
pho016203,663,Uncategorized,,UNLV Special Collections,pho016203,,Mr and Mrs; John S. Park; Car,,true,
pho014425,664,Uncategorized,,UNLV Special Collections,pho014425,,,,true,
hln000042,665,Uncategorized,,UNLV Special Collections,hln000042,,,,true,
hln000046,666,Uncategorized,,UNLV Special Collections,hln000046,,,,true,
hln000054,667,Uncategorized,,UNLV Special Collections,hln000054,,Water Conservation; Woman; Jean Nevada; Sign Post,,true,
hln000061,668,Uncategorized,,UNLV Special Collections,hln000061,,Maude Swartwood; Adobo House; Remains; Big Las Vegas Spring,,true,
hln000067,669,Uncategorized,,UNLV Special Collections,hln000067,,Vegas Wash; Captain Jim Ladd; Stage Wagon,,true,
hln000090,670,Uncategorized,,UNLV Special Collections,hln000090,,Las Vegas; Squires; Waving; Woman,,true,
hln000102,671,Uncategorized,,UNLV Special Collections,hln000102,,,,true,
hln000095-02,672,Uncategorized,,UNLV Special Collections,hln000095 02,,,,true,
hln000095-01,673,Uncategorized,,UNLV Special Collections,hln000095 01,,,,true,
hln000093a,674,Uncategorized,,UNLV Special Collections,hln000093a,,,,true,
hln000202,675,Uncategorized,,UNLV Special Collections,hln000202,,,,true,
hln000194,676,Uncategorized,,UNLV Special Collections,hln000194,,,,true,
hln000182,677,Uncategorized,,UNLV Special Collections,hln000182,,,,true,
hln000177,678,Uncategorized,,UNLV Special Collections,hln000177,,,,true,
hln000176,679,Uncategorized,,UNLV Special Collections,hln000176,,,,true,
hln000167,680,Uncategorized,,UNLV Special Collections,hln000167,,Las Vegas Ranch,,true,
hln000165,681,Uncategorized,,UNLV Special Collections,hln000165,,,,true,
hln000162,682,Uncategorized,,UNLV Special Collections,hln000162,,,,true,
hln000219,683,Uncategorized,,UNLV Special Collections,,,,,true,
hln000220,684,Uncategorized,,UNLV Special Collections,hln000220,,,,true,
hln000462,685,Uncategorized,,UNLV Special Collections,hln000462.tif,,,,true,
hln000461,686,Uncategorized,,UNLV Special Collections,hln000461.tif,,,,true,
hln000460,687,Uncategorized,,UNLV Special Collections,hln000460.tif,,,,true,
hln000319,688,Uncategorized,,UNLV Special Collections,,,,,true,
hln000298,689,Uncategorized,,UNLV Special Collections,hln000298.tif,,,,true,
hln000297,690,Uncategorized,,UNLV Special Collections,hln000297,,,,true,
hln000241,691,Uncategorized,,UNLV Special Collections,,,,,true,
hln000240,692,Uncategorized,,UNLV Special Collections,,,,,true,
hln000495,693,Uncategorized,,UNLV Special Collections,hln000495,,,,true,
27082,694,Uncategorized,,Utah Historical Society,"Ely, Nevada P.18",https://collections.lib.utah.edu/ark:/87278/s6sb4gh4,,true,true,true
25049,695,Uncategorized,,Utah Historical Society,"San Pedro, Los Angeles & Salt Lake RR P.11",https://collections.lib.utah.edu/ark:/87278/s6bv7r2w,,true,true,true
750,696,Uncategorized,,Utah Historical Society,"San Pedro, Los Angeles & Salt Lake RR P.2",https://collections.lib.utah.edu/ark:/87278/s6cv4s68,,true,true,true
82003220,697,Uncategorized,,Wikimedia Commons,"Brann Boardinghouse, Tonopah, NV, built 1906",https://en.wikipedia.org/wiki/Brann_Boardinghouse,,true,,true
83001121,698,Uncategorized,,Wikimedia Commons,"Nortonia Boarding House, Reno, NV",https://en.wikipedia.org/wiki/Nortonia_Boarding_House,,true,,true
17527202,699,Uncategorized,,Wikimedia Commons,"Southern Nevada Consolidated Telephone-Telegraph Co. Building, Goldfield, NV, 1906","https://commons.wikimedia.org/wiki/File:Southern_Nevada_Consolidated_Telephone-Telegraph_Company_Building,_Goldfield,_Nevada.jpg",,true,,true
campphotoscollection_5365,700,Urban & Street Scenes,,,"campphotoscollection:5365 Downtown Reno, a few people",,,,,
campphotoscollection_5367,701,Urban & Street Scenes,,,campphotoscollection:5367 Downtown Reno,,,,,
2012648308,702,Urban & Street Scenes,,Library of Congress,"Goldfield, Nevada street scene, c. 1907",http://hdl.loc.gov/loc.pnp/cph.3a15639,,true,true,true
800387,703,Urban & Street Scenes,"general ref, no clear page",New York Public Library,"NYC street scene, 1910",https://digitalcollections.nypl.org/items/91e81af0-c559-012f-8b4b-58d385a7bc34,"Street Scene; New York City, NY",true,true,
L87-1.5321X-10,704,Urban & Street Scenes,"general ref, no clear page",Northwest Museum (Ferris Archives),"Spokane, 1910, city view",https://ferrisarchives.northwestmuseum.org/Item/Index/3699,,true,true,true
L87-1.5637X-10,705,Urban & Street Scenes,"general ref, no clear page",Northwest Museum (Ferris Archives),"Spokane, 1910, city view with big bank",https://ferrisarchives.northwestmuseum.org/Item/Index/3702,,true,true,
AAA-7143,706,Urban & Street Scenes,"general ref, no clear page",San Francisco Public Library,"Union Square, San Francisco, circa 1910 [San Francisco Subjects Photograph Collection, SFP 162]",https://digitalsf.org/record/17191,"Downtown; San Francisco, CA",true,true,true
AAB-6085,707,Urban & Street Scenes,,San Francisco Public Library,"Intersection of Sutter, Sansome and Market Streets, San Francisco, March 28, 1910 [San Francisco Subjects Photograph Collection, SFP 162]",https://digitalsf.org/record/23966,"Downtown; San Francisco, CA",true,true,true
DPW-46-2,708,Urban & Street Scenes,,San Francisco Public Library,"Vicente Street sewer near 30th Ave. ('Brick invert'), San Francisco, July 9, 1910 [San Francisco Department of Public Works Bureau of Engineering Photograph Records, SFP 26]",https://digitalsf.org/record/6563,,true,true,true
AAB-6092,709,Urban & Street Scenes,,San Francisco Public Library,"East on Market from 4th Street, San Francisco, 1910-1912 (Photographer: H.C. Tibbitts) [San Francisco Subjects Photograph Collection, SFP 162]",https://digitalsf.org/record/23973,,true,,true
pho019906,710,Urban & Street Scenes,,UNLV Special Collections,"Photograph of Tonopah, Nevada, 1906 (aerial view including red light district)",http://n2t.net/ark:/62930/d1j67916m,,true,true,true
pho019905,711,Urban & Street Scenes,,UNLV Special Collections,"Delamar, Nevada, 1907 (panorama)",http://n2t.net/ark:/62930/d1nv99f9p,,true,true,true
pho019917,712,Urban & Street Scenes,,UNLV Special Collections,"Pioche, Nevada, 1906 (street scene, Clark's Place)",http://n2t.net/ark:/62930/d13x83q56,,true,true,true
pho004120,713,Urban & Street Scenes,,UNLV Special Collections,Street w/ construction (1910),https://special.library.unlv.edu/ark:/62930/d1pz51k90,,true,true,true
pho025802,714,Urban & Street Scenes,,UNLV Special Collections,Peter Buol (1911 to 1913),https://special.library.unlv.edu/ark:/62930/d1mk65f9t,,,true,true
hln000094,715,Urban & Street Scenes,,UNLV Special Collections,Gushing well (Unknown year in the decade of the 1900s (year approximate)),https://special.library.unlv.edu/ark:/62930/d14j0dw83,,true,true,true
hln000062,716,Urban & Street Scenes,,UNLV Special Collections,"Photograph of people at Las Vegas Spring, before 1915",https://special.library.unlv.edu/ark:/62930/d1sf2qb3v,,true,true,true
